path,line,size_bytes,text,looks_like_source_table
reports/1781006575.2866.622a4328/artifact_inventory.csv,517,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,10846,37409197,""45,high_20nA,20.0,23141,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.03805050198606663,0.5295612185651511"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,518,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,11039,37409197,""45,high_20nA,20.0,23555,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.09975499252491511,0.3939778635680166"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,519,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,11428,37409197,""45,high_20nA,20.0,24298,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06274075788833768,0.6151511538087197"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,520,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,11616,37409197,""45,high_20nA,20.0,24667,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.9999179978122398,0.6711754651721511"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,521,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,11852,37409197,""45,high_20nA,20.0,25185,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.07151140782610017,0.3403717125720217"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,522,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,11967,37409197,""45,high_20nA,20.0,25420,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.0015113772032937013,0.31643500877247116"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,523,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,12688,37409197,""45,high_20nA,20.0,26897,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06499671120595764,0.5132703646151113"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,524,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,12764,37409197,""45,high_20nA,20.0,27053,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.24427593296151184,0.3869619757313539"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,525,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,12972,37409197,""45,high_20nA,20.0,27455,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.004176048928151144,0.33131241923109744"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,526,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,13063,37409197,""45,high_20nA,20.0,27625,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0784324596650552,0.43503388151189065"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,527,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,13385,37409197,""45,high_20nA,20.0,28242,0,amp_1000_2500|s16_no_lowering|p02_normal,amp_1000_2500,s16_no_lowering,p02_normal,1.1115118429539095e-05,0.2752767320152894"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,528,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,13719,37409197,""45,high_20nA,20.0,28937,1,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.022821927025279912,0.35318582378106367"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,529,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,13894,37409197,""45,high_20nA,20.0,29331,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.13479404412722132,0.3759922452515114"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,530,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,14507,37409197,""45,high_20nA,20.0,30737,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.011948115118590298,0.38003261080069756"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,531,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,14725,37409197,""45,high_20nA,20.0,31219,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.03549556119979056,0.5848223184151191"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,532,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,14840,37409197,""45,high_20nA,20.0,31480,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05631098015115497,0.5679736028512276"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,533,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,15886,37409197,""45,high_20nA,20.0,33916,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01690151153464688,0.5677342481404376"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,534,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,16762,37409197,""45,high_20nA,20.0,35721,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.10311511646639622,0.3250579128363894"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,535,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,16828,37409197,""45,high_20nA,20.0,35842,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.014489015118647782,0.6157699470217411"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,536,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,16854,37409197,""45,high_20nA,20.0,35892,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06178458252347399,0.5354250768031511"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,537,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,17086,37409197,""45,high_20nA,20.0,36337,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01944781204622223,0.5763715117510188"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,538,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,17277,37409197,""45,high_20nA,20.0,36712,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.015117133395816629,0.20829644034331954"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,539,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,17467,37409197,""45,high_20nA,20.0,37052,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.07469503151146432,0.3471156169264184"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,540,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,17655,37409197,""45,high_20nA,20.0,37452,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07519915116430699,0.4837814059125946"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,541,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,18186,37409197,""45,high_20nA,20.0,38500,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.046012961600106365,0.6428279502971148"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,542,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,18208,37409197,""45,high_20nA,20.0,38544,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.029476578151105184,0.3043091419720861"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,543,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,18657,37409197,""45,high_20nA,20.0,39537,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.015117043807478216,0.3172632676659324"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,544,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,18818,37409197,""45,high_20nA,20.0,39893,0,amp_2500_4500|s16_large_lowering|p02_broad_late,amp_2500_4500,s16_large_lowering,p02_broad_late,1.899622184900329e-06,0.3529271481511557"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,545,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,19182,37409197,""45,high_20nA,20.0,40632,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.4238068415151126,0.6098193025101947"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,546,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,19427,37409197,""45,high_20nA,20.0,41121,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.16869322466270978,0.3629121479722618"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,547,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,19757,37409197,""45,high_20nA,20.0,41801,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.028281511989236265,0.37193955661139805"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,548,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,19814,37409197,""45,high_20nA,20.0,41930,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04456295337915119,0.4917352865993099"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,549,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,20075,37409197,""45,high_20nA,20.0,42490,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06091021511274083,0.43568803080699753"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,550,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,20259,37409197,""45,high_20nA,20.0,42911,0,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,1.7943162315112354e-07,0.7003563038922298""",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,551,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,21432,37409197,""45,high_20nA,20.0,45334,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.10119823080838006,0.3624002836615112"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,552,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,22463,37409197,""45,high_20nA,20.0,47411,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.03941214775989016,0.6138037626315469"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,553,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,22628,37409197,""45,high_20nA,20.0,47761,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.016707371651115112,0.546423030624722"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,554,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,22684,37409197,""45,high_20nA,20.0,47901,0,amp_ge_4500|s16_large_lowering|p02_early_pathology,amp_ge_4500,s16_large_lowering,p02_early_pathology,0.4415111001744863,0.3291779298597167"",Fal",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,555,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,22818,37409197,""45,high_20nA,20.0,48151,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.2197151155489773,0.5499823512596619"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,556,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,22834,37409197,""45,high_20nA,20.0,48187,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04194711020255806,0.5601511474260947"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,557,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,23295,37409197,""45,high_20nA,20.0,49154,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.060170064668067326,0.4315111885730248"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,558,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,23477,37409197,""45,high_20nA,20.0,49552,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3407806469805546,0.46827498615115887"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,559,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,23516,37409197,""45,high_20nA,20.0,49629,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08079013015116424,0.42841109197753924"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,560,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,23670,37409197,""45,high_20nA,20.0,49925,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.00756492910755568,0.3621214730042175"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,561,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,24030,37409197,""45,high_20nA,20.0,50632,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.01116414151152392,0.32017764481545713"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,562,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,24084,37409197,""45,high_20nA,20.0,50753,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05833493007478226,0.5866336210636707"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,563,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,24459,37409197,""45,high_20nA,20.0,51468,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.06441715115488446,0.39430532193059686"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,564,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,24481,37409197,""45,high_20nA,20.0,51511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.3858674881433312,0.6398410286725353"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,565,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,24603,37409197,""45,high_20nA,20.0,51766,0,amp_1000_2500|s16_large_lowering|p02_early_pathology,amp_1000_2500,s16_large_lowering,p02_early_pathology,2.8430151137395383e-31,0.5040577479721",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,566,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,24996,37409197,""46,low_2nA,2.0,52646,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0891511132341784,0.46609341773698443"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,567,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,25159,37409197,""46,low_2nA,2.0,53006,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.0005301106362916627,0.40678305721394126"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,568,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,25929,37409197,""47,low_2nA,2.0,54658,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.019320913762122936,0.4052717648015115"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,569,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,25998,37409197,""47,low_2nA,2.0,54820,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07372811667891511,0.5167916944561842"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,570,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,26483,37409197,""47,low_2nA,2.0,55801,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07289953452995261,0.504121473791448"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,571,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,27420,37409197,""47,low_2nA,2.0,57937,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.014899517343869248,0.3103915119113746"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,572,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,27623,37409197,""47,low_2nA,2.0,58431,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.09523181511346102,0.37856193979729197"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,573,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,27721,37409197,""47,low_2nA,2.0,58653,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01022850415110629,0.5457163904897852"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,574,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,28051,37409197,""47,low_2nA,2.0,59292,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.11684732354822346,0.38202722797715116"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,575,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,28093,37409197,""47,low_2nA,2.0,59372,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.04784151168285092,0.3822100288660787"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,576,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,29082,37409197,""47,low_2nA,2.0,61344,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.018418138646057843,0.5980598874151135"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,577,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,29180,37409197,""47,low_2nA,2.0,61511,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.014502354695341226,0.425348331428049"",False",False
reports/1781006575.2866.622a4328/artifact_inventory.csv,578,967140,"reports/1781004956.733.387f428e/ml_score_by_event.csv,29248,37409197,""47,low_2nA,2.0,61625,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.4642260151197604,0.3078451490306219"",False",False
